season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,count
3,0,1,1,32.8,34.85,27,0.0,2011,8,12,12,222
2,0,0,2,25.42,30.305,61,8.9981,2011,6,5,5,6
2,0,1,3,20.5,24.24,88,8.9981,2011,5,13,6,82
3,0,1,3,28.7,33.335,89,7.0015,2012,7,9,1,18
2,0,0,1,21.32,25.0,36,12.998,2011,4,17,20,141
1,0,1,1,9.02,13.635,64,0.0,2011,3,8,4,2
4,0,1,2,25.42,28.79,83,0.0,2011,10,13,11,84
3,0,1,2,28.7,33.335,74,8.9981,2012,8,7,7,502
2,0,0,1,30.34,32.575,33,15.0013,2011,6,4,14,451
4,0,0,1,13.12,16.665,87,7.0015,2012,11,11,8,119
3,0,1,1,16.4,20.455,71,19.0012,2011,9,16,4,4
1,0,1,1,8.2,9.09,32,23.9994,2011,2,15,8,223
2,0,1,1,22.14,25.76,60,6.0032,2012,6,8,3,8
1,0,0,1,10.66,12.88,65,11.0014,2011,3,12,8,53
1,0,1,1,17.22,21.21,41,12.998,2012,1,6,20,177
3,0,1,1,29.52,33.335,51,8.9981,2011,9,1,15,174
2,0,1,1,32.8,34.09,21,26.0027,2011,6,2,15,188
3,0,1,1,31.98,36.365,55,32.9975,2011,7,12,9,176
4,0,0,1,13.94,16.665,81,11.0014,2011,12,4,11,254
4,0,0,1,26.24,31.06,41,19.9995,2012,10,14,16,581
1,0,1,3,13.94,18.18,76,0.0,2012,2,16,15,53
2,0,1,3,26.24,28.79,89,19.0012,2012,6,12,10,125
2,0,1,1,23.78,27.275,43,12.998,2011,5,9,19,384
3,0,1,2,31.16,34.85,52,19.9995,2012,8,15,14,255
3,0,0,3,30.34,35.605,74,43.0006,2011,8,7,17,194
1,0,1,1,18.86,22.725,67,19.9995,2011,2,17,23,44
2,0,0,1,24.6,31.06,46,12.998,2012,6,3,9,300
2,1,0,1,22.14,25.76,52,16.9979,2011,4,15,14,163
2,0,0,1,22.14,25.76,68,8.9981,2012,6,16,4,8
3,0,1,1,26.24,29.545,78,7.0015,2011,9,13,23,74
2,0,1,1,15.58,19.695,62,8.9981,2012,4,10,8,692
4,0,1,1,19.68,23.485,77,12.998,2012,12,4,11,207
1,0,1,1,22.14,25.76,34,23.9994,2012,3,1,18,525
2,0,1,1,31.16,32.575,20,35.0008,2011,6,2,17,572
3,0,1,1,33.62,37.12,43,15.0013,2012,8,14,16,458
3,0,0,1,27.06,31.06,74,6.0032,2011,7,10,3,25
2,0,1,1,18.04,21.97,88,8.9981,2011,5,12,3,5
1,0,0,1,16.4,20.455,43,15.0013,2012,1,7,12,376
3,0,1,1,24.6,28.79,78,0.0,2011,9,1,7,342
1,0,0,3,11.48,13.635,75,11.0014,2012,2,4,18,64
1,0,1,1,25.42,31.06,46,8.9981,2011,3,18,20,149
1,0,1,1,7.38,6.82,37,35.0008,2012,1,3,11,75
1,0,1,2,13.12,17.425,70,0.0,2011,2,7,19,128
1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,12,52
3,0,1,2,26.24,28.79,89,22.0028,2012,9,18,6,167
1,0,0,1,19.68,23.485,82,11.0014,2012,3,18,23,46
3,0,1,1,33.62,36.365,34,15.0013,2012,8,13,15,274
1,0,0,1,16.4,20.455,15,22.0028,2011,2,19,5,3
3,0,0,1,28.7,31.82,45,7.0015,2012,8,18,20,341
3,0,0,1,29.52,34.85,79,8.9981,2012,7,15,23,91
1,0,0,1,9.84,12.88,75,7.0015,2012,1,7,8,64
1,0,1,1,20.5,24.24,59,12.998,2011,2,18,12,185
3,0,0,1,34.44,36.365,32,0.0,2011,7,9,17,401
2,0,1,2,22.14,25.76,77,12.998,2012,6,18,4,9
4,0,0,2,10.66,14.395,81,6.0032,2012,12,15,1,95
3,0,1,1,32.8,35.605,36,12.998,2012,7,12,15,271
1,0,0,2,18.04,21.97,72,22.0028,2011,3,5,21,72
4,0,0,1,17.22,21.21,58,19.9995,2012,10,13,23,125
2,0,0,1,20.5,24.24,77,15.0013,2011,4,10,15,297
3,0,1,1,32.8,35.605,36,11.0014,2012,8,13,17,818
3,0,1,1,36.9,38.635,25,19.0012,2011,8,2,14,159
4,0,1,1,13.12,15.15,49,22.0028,2011,11,4,23,89
3,0,0,1,31.16,34.09,45,22.0028,2011,7,16,15,428
3,0,1,1,27.06,30.305,83,15.0013,2011,7,18,2,10
2,0,0,2,26.24,31.06,27,23.9994,2012,4,14,16,582
4,0,0,1,10.66,13.635,65,7.0015,2012,11,4,7,50
2,0,0,2,23.78,27.275,78,15.0013,2012,5,5,21,269
2,0,0,1,32.8,38.635,59,19.9995,2011,6,12,15,360
4,0,1,2,16.4,20.455,87,6.0032,2011,10,4,0,27
3,0,1,1,29.52,33.335,51,12.998,2012,9,14,17,894
3,0,1,1,31.16,35.605,62,11.0014,2012,7,16,9,348
3,0,0,1,25.42,29.545,73,11.0014,2011,9,3,6,23
4,1,0,1,12.3,14.395,61,12.998,2011,11,11,4,8
1,0,1,3,8.2,11.365,93,6.0032,2012,1,9,19,190
2,0,1,1,19.68,23.485,94,0.0,2011,5,19,23,72
3,0,1,1,30.34,33.335,48,11.0014,2012,7,12,10,214
1,0,1,2,9.02,11.365,87,12.998,2011,1,18,16,61
4,0,1,3,22.96,26.515,100,8.9981,2011,10,13,10,69
2,0,1,2,20.5,24.24,39,19.0012,2012,4,18,6,134
4,0,1,1,13.94,18.18,87,0.0,2011,11,1,23,72
4,0,1,1,11.48,13.635,56,11.0014,2012,12,12,2,9
3,0,1,1,30.34,33.335,51,0.0,2011,8,16,20,280
2,0,1,1,26.24,30.305,73,11.0014,2012,5,16,22,286
3,0,1,1,30.34,12.12,55,11.0014,2012,8,17,10,231
1,0,1,1,10.66,12.12,30,19.0012,2011,1,3,14,77
1,0,1,2,17.22,21.21,94,0.0,2012,3,1,0,11
4,1,0,1,13.12,14.395,45,30.0026,2011,11,11,9,201
4,0,1,2,16.4,20.455,66,7.0015,2011,10,3,10,101
4,0,0,1,13.12,16.665,57,7.0015,2012,11,3,22,146
2,0,1,3,9.84,11.365,93,15.0013,2011,4,1,5,12
1,0,1,1,16.4,20.455,37,6.0032,2012,2,3,17,488
1,0,1,3,14.76,17.425,87,12.998,2012,3,2,18,160
3,0,1,1,27.06,31.06,36,19.0012,2012,9,10,14,340
3,0,0,2,22.14,25.76,68,6.0032,2011,9,18,22,84
2,0,0,2,16.4,20.455,87,8.9981,2011,4,10,11,202
1,0,0,2,18.86,22.725,94,23.9994,2011,3,6,13,105
2,0,1,1,23.78,27.275,49,26.0027,2011,6,14,8,486
2,0,1,3,16.4,20.455,100,19.9995,2011,4,13,2,2
4,0,1,2,22.14,25.76,68,8.9981,2011,10,18,21,206
4,0,1,2,14.76,18.94,56,7.0015,2012,11,1,8,680
2,0,1,1,21.32,25.0,34,23.9994,2012,4,9,19,421
1,0,1,2,4.92,6.06,54,19.0012,2011,2,10,6,26
1,0,1,1,9.84,10.605,65,26.0027,2011,3,1,2,4
3,0,0,1,28.7,32.575,65,0.0,2011,9,11,12,411
2,0,1,1,26.24,31.06,29,7.0015,2011,6,3,21,247
4,0,1,1,15.58,19.695,50,12.998,2011,12,9,13,168
2,0,1,2,17.22,21.21,77,16.9979,2011,4,13,14,106
1,0,0,1,10.66,11.365,60,22.0028,2011,2,6,2,20
3,0,1,1,29.52,33.335,58,0.0,2012,7,3,2,10
4,0,1,3,25.42,30.305,69,23.9994,2012,10,19,16,565
3,0,1,2,36.9,39.395,27,8.9981,2011,8,2,17,556
3,0,1,1,27.06,31.06,74,0.0,2012,8,9,23,156
1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,2,3
1,0,1,1,13.94,15.15,46,27.9993,2012,2,2,21,148
4,0,1,1,14.76,18.94,87,0.0,2011,11,8,22,108
4,0,1,2,13.12,15.91,76,11.0014,2012,12,7,10,166
2,0,0,1,25.42,31.06,50,26.0027,2012,6,3,22,226
2,0,0,1,20.5,24.24,72,6.0032,2012,6,3,4,13
2,0,1,1,14.76,16.665,43,19.9995,2011,4,5,19,160
2,0,0,3,27.88,31.82,83,19.0012,2011,6,12,17,252
1,0,0,1,21.32,25.0,77,8.9981,2012,3,18,20,198
3,0,0,1,31.98,34.09,35,7.0015,2012,8,12,18,491
1,0,0,1,5.74,7.575,86,8.9981,2011,2,12,8,30
2,0,1,3,24.6,27.275,88,8.9981,2012,6,1,22,23
1,0,1,1,12.3,14.395,49,16.9979,2012,1,5,12,120
1,0,1,1,18.04,21.97,82,8.9981,2012,3,14,5,27
3,0,1,1,24.6,31.06,43,16.9979,2012,9,19,12,313
1,0,0,1,20.5,24.24,29,27.9993,2011,3,19,15,313
1,0,0,1,16.4,20.455,37,19.9995,2012,1,8,16,314
3,0,1,1,27.06,31.06,74,8.9981,2011,7,11,5,26
3,0,0,1,27.06,31.06,65,11.0014,2011,7,16,8,127
1,0,0,1,17.22,21.21,77,19.0012,2011,1,1,12,84
3,0,1,1,28.7,32.575,65,12.998,2011,7,11,0,35
2,0,1,1,22.96,26.515,52,22.0028,2012,5,18,22,251
2,0,1,1,12.3,15.91,61,6.0032,2011,4,1,23,53
3,0,0,1,23.78,27.275,60,8.9981,2012,9,16,9,296
1,0,1,3,8.2,9.85,93,12.998,2011,2,1,23,16
3,0,1,2,32.8,37.88,55,8.9981,2012,8,7,12,283
4,0,1,2,12.3,14.395,56,16.9979,2012,11,6,21,151
3,0,1,1,27.88,31.82,83,12.998,2011,7,13,22,184
3,0,1,1,19.68,23.485,67,6.0032,2012,9,19,23,123
2,0,0,1,25.42,31.06,43,23.9994,2012,6,2,12,668
1,0,0,3,14.76,17.425,76,12.998,2011,1,2,14,59
1,0,1,1,10.66,14.395,48,6.0032,2011,3,8,0,10
4,0,0,1,9.02,12.12,55,7.0015,2011,12,18,2,41
1,0,1,1,9.84,14.395,23,0.0,2011,3,3,15,68
1,0,1,1,13.12,17.425,57,0.0,2012,2,15,0,22
3,0,1,1,34.44,36.365,32,6.0032,2012,7,6,11,233
4,0,0,1,17.22,21.21,94,6.0032,2011,10,8,7,73
1,0,0,3,9.02,13.635,100,0.0,2011,2,5,14,55
4,0,0,1,20.5,24.24,48,8.9981,2011,10,15,20,179
3,0,1,1,28.7,33.335,79,6.0032,2011,7,6,6,121
2,0,1,1,16.4,20.455,62,16.9979,2011,4,4,5,7
4,0,1,2,20.5,24.24,72,12.998,2011,11,15,17,451
4,0,1,2,22.14,25.76,60,19.0012,2011,11,14,11,128
2,0,1,1,29.52,31.82,26,23.9994,2011,6,2,9,225
3,0,0,1,24.6,31.06,53,7.0015,2012,9,16,20,324
3,0,1,1,29.52,32.575,37,8.9981,2012,9,12,15,318
2,0,1,1,31.16,35.605,62,7.0015,2011,6,10,20,250
4,0,1,3,18.86,22.725,100,15.0013,2011,12,6,12,55
1,0,1,1,14.76,18.18,46,0.0,2012,2,3,13,198
4,0,0,1,14.76,18.18,81,6.0032,2011,10,2,23,25
4,0,1,1,18.86,22.725,63,23.9994,2011,11,14,2,17
2,0,1,1,21.32,25.0,23,27.9993,2012,4,4,23,131
3,0,0,1,30.34,34.09,48,12.998,2011,7,16,19,406
2,0,1,2,32.8,36.365,43,12.998,2012,6,11,12,261
1,0,1,3,18.04,21.97,0,39.0007,2011,3,10,19,56
2,0,1,1,18.86,22.725,88,15.0013,2012,5,10,3,3
4,0,1,2,24.6,29.545,73,26.0027,2012,10,15,11,263
1,1,0,1,10.66,10.605,44,30.0026,2012,1,16,15,192
4,0,1,1,14.76,16.665,37,26.0027,2012,11,8,21,233
1,0,0,1,12.3,15.15,52,11.0014,2012,1,8,20,126
2,0,1,2,20.5,24.24,55,7.0015,2011,4,18,9,169
4,0,0,1,22.14,25.76,83,19.9995,2012,10,6,7,84
1,0,1,1,5.74,4.545,26,35.0008,2012,1,3,18,224
1,0,1,1,10.66,15.15,56,0.0,2011,3,1,21,63
3,0,0,1,31.16,35.605,58,16.9979,2011,7,17,20,262
2,0,1,1,17.22,21.21,28,12.998,2012,4,9,7,331
1,0,0,1,22.96,26.515,68,11.0014,2012,3,17,12,651
4,0,1,2,13.94,18.18,55,0.0,2011,12,14,11,115
4,0,1,2,15.58,19.695,54,6.0032,2011,12,14,14,151
4,0,1,2,11.48,14.395,61,8.9981,2012,12,12,9,285
2,0,1,1,19.68,23.485,88,22.0028,2011,4,11,0,23
4,0,1,1,13.94,16.665,49,12.998,2012,11,16,21,178
4,0,1,3,18.04,21.97,88,26.0027,2011,11,16,20,99
2,0,1,1,26.24,31.06,38,15.0013,2012,5,18,18,669
4,0,0,1,19.68,23.485,51,12.998,2011,11,6,15,306
2,0,1,2,25.42,31.06,46,12.998,2012,4,4,14,258
3,0,1,1,31.16,36.365,70,16.9979,2012,8,3,22,202
4,0,1,2,22.96,26.515,49,11.0014,2012,10,10,18,844
4,0,1,1,10.66,12.88,60,11.0014,2012,11,6,9,363
1,0,1,3,14.76,18.18,87,6.0032,2012,3,2,21,101
4,0,0,2,13.12,17.425,81,0.0,2012,12,1,23,126
4,0,1,2,17.22,21.21,77,0.0,2012,10,17,9,382
4,0,1,3,24.6,29.545,73,7.0015,2011,10,11,14,171
3,0,1,2,26.24,30.305,73,11.0014,2011,9,2,23,98
3,0,1,2,26.24,30.305,69,16.9979,2012,9,17,16,453
4,0,1,1,7.38,12.12,80,0.0,2011,12,13,3,3
4,0,0,1,14.76,17.425,50,11.0014,2012,11,3,19,239
2,0,1,1,19.68,23.485,100,0.0,2011,5,19,3,4
1,0,1,1,18.86,22.725,67,16.9979,2011,2,18,4,1
2,0,1,1,23.78,27.275,53,0.0,2012,6,4,0,49
3,0,1,1,27.06,31.06,29,6.0032,2012,9,11,13,328
4,0,1,1,20.5,24.24,63,0.0,2011,10,7,23,136
2,0,1,2,25.42,29.545,73,6.0032,2012,6,18,19,463
1,0,1,1,13.12,16.665,49,0.0,2012,2,7,9,289
4,0,1,1,16.4,20.455,76,0.0,2011,11,8,20,181
4,0,1,1,17.22,21.21,67,7.0015,2012,10,16,3,2
2,0,1,2,22.96,26.515,49,11.0014,2011,4,18,13,169
4,0,0,1,10.66,13.635,65,8.9981,2011,12,10,8,73
3,0,1,1,26.24,29.545,78,0.0,2011,8,17,3,5
4,0,1,1,14.76,16.665,57,22.0028,2012,12,11,10,154
2,0,0,1,33.62,37.12,41,19.0012,2012,6,10,17,521
4,0,1,2,22.96,26.515,73,16.9979,2012,10,15,0,48
3,0,1,1,29.52,33.335,54,0.0,2012,7,3,0,53
3,0,1,2,35.26,40.15,47,0.0,2012,7,17,11,206
2,0,1,1,26.24,31.06,41,16.9979,2011,6,13,21,218
1,0,1,1,5.74,6.06,33,19.9995,2011,3,3,5,8
3,0,1,1,28.7,31.82,45,8.9981,2011,8,11,1,26
1,0,1,1,15.58,19.695,37,11.0014,2011,3,14,15,101
2,0,0,1,33.62,34.85,24,19.0012,2012,6,9,13,585
4,0,1,1,26.24,28.79,89,0.0,2012,10,4,2,13
2,0,1,2,23.78,27.275,88,12.998,2012,5,14,20,189
2,0,1,3,13.94,15.15,81,26.0027,2011,4,5,10,28
2,0,1,1,22.14,25.76,77,16.9979,2012,5,2,19,504
3,0,0,1,30.34,33.335,42,11.0014,2012,8,12,11,449
1,0,0,1,18.86,22.725,44,22.0028,2011,3,12,17,213
1,0,1,3,9.02,12.88,87,6.0032,2012,1,9,16,49
3,0,1,2,26.24,30.305,65,16.9979,2012,9,17,14,332
3,1,0,1,27.06,30.305,83,8.9981,2011,7,4,7,36
2,0,1,2,23.78,27.275,88,6.0032,2012,5,15,8,409
3,0,0,1,25.42,29.545,73,7.0015,2011,9,11,20,226
1,0,0,1,9.02,10.605,44,16.9979,2012,3,10,7,40
1,0,1,1,14.76,16.665,40,19.9995,2011,3,4,15,106
2,0,1,2,26.24,28.79,89,12.998,2012,6,1,7,402
4,1,0,1,23.78,27.275,60,19.0012,2012,11,12,14,444
3,0,1,2,27.06,30.305,83,15.0013,2012,7,9,5,28
3,0,1,1,28.7,31.82,42,11.0014,2011,7,1,8,492
1,0,1,1,17.22,21.21,32,22.0028,2012,2,17,17,465
1,0,1,1,15.58,19.695,46,26.0027,2012,2,17,12,198
2,0,1,1,24.6,31.06,35,0.0,2011,4,7,16,213
2,0,1,1,22.96,26.515,52,16.9979,2012,5,17,10,205
4,0,1,1,16.4,20.455,76,0.0,2011,10,3,19,315
2,0,1,2,18.86,22.725,88,8.9981,2012,5,3,2,17
1,0,1,1,11.48,12.88,61,22.0028,2012,3,7,4,3
2,0,1,2,19.68,23.485,88,22.0028,2011,4,5,7,134
2,0,1,1,25.42,31.06,46,15.0013,2011,6,13,22,134
4,0,1,2,28.7,32.575,70,7.0015,2012,10,3,12,358
1,0,1,1,9.84,12.12,70,8.9981,2012,1,6,8,447
3,0,1,1,27.06,29.545,89,0.0,2011,9,9,21,203
2,0,1,1,25.42,30.305,61,22.0028,2011,5,17,16,290
1,0,0,1,25.42,31.06,53,6.0032,2012,3,17,14,690
2,0,0,1,25.42,31.06,35,19.0012,2012,6,2,20,399
1,0,1,2,15.58,19.695,20,0.0,2011,3,8,14,72
4,0,1,2,12.3,15.15,56,11.0014,2012,11,5,2,6
4,0,0,1,18.86,22.725,44,8.9981,2012,10,13,18,473
3,0,0,1,18.04,21.97,77,15.0013,2011,9,18,5,6
3,0,1,1,20.5,24.24,72,6.0032,2012,9,12,5,48
3,0,1,3,29.52,34.85,79,6.0032,2012,8,6,3,5
3,0,1,1,28.7,33.335,84,8.9981,2012,8,7,1,18
2,0,0,2,14.76,18.18,93,6.0032,2011,4,10,5,4
4,0,1,1,10.66,14.395,60,6.0032,2012,12,13,22,148
2,0,0,1,18.04,21.97,67,7.0015,2012,5,12,4,9
1,0,0,1,18.04,21.97,30,8.9981,2012,3,3,20,149
4,0,1,3,19.68,23.485,94,7.0015,2011,11,16,15,66
1,0,0,1,15.58,19.695,29,23.9994,2011,2,13,13,154
3,0,0,1,29.52,34.85,79,16.9979,2012,7,15,20,294
1,0,1,2,10.66,15.15,56,0.0,2012,2,14,6,90
1,0,0,1,9.02,11.365,69,8.9981,2012,3,11,8,72
1,0,1,2,13.94,15.91,53,16.9979,2011,3,11,15,85
3,0,1,1,20.5,24.24,63,0.0,2012,9,11,1,10
1,0,1,1,14.76,17.425,27,8.9981,2012,2,13,15,155
1,0,0,2,6.56,6.82,47,22.0028,2012,1,15,5,5
2,0,1,2,25.42,31.06,50,7.0015,2011,4,12,0,24
3,0,1,2,28.7,33.335,84,11.0014,2012,8,9,7,475
3,0,0,1,32.8,36.365,46,19.9995,2011,7,17,16,317
1,0,0,2,12.3,13.635,49,22.0028,2012,2,19,18,167
2,0,0,1,18.04,21.97,94,16.9979,2011,4,10,22,57
4,0,1,1,22.14,25.76,49,0.0,2011,10,7,20,197
1,0,1,1,9.84,12.12,70,11.0014,2012,1,6,9,241
3,0,0,1,31.16,36.365,66,11.0014,2011,9,4,12,435
3,0,0,2,29.52,34.85,79,23.9994,2012,7,14,16,566
4,0,0,1,13.94,17.425,53,7.0015,2012,10,13,8,174
1,0,0,1,9.02,12.12,80,7.0015,2012,2,18,9,138
3,0,1,2,31.16,35.605,62,7.0015,2012,7,18,19,516
3,0,0,1,22.96,26.515,49,27.9993,2012,9,15,8,212
3,0,1,1,28.7,32.575,65,0.0,2011,8,15,19,397
3,0,0,1,27.88,31.82,69,6.0032,2011,7,10,2,96
4,0,0,1,14.76,17.425,46,11.0014,2011,11,5,12,372
2,0,1,1,23.78,27.275,56,22.0028,2012,5,7,19,546
4,0,1,1,15.58,19.695,76,0.0,2012,10,17,2,16
3,0,0,1,30.34,32.575,40,12.998,2012,8,18,13,644
3,0,1,1,28.7,32.575,65,12.998,2011,8,5,21,173
3,0,1,1,30.34,34.09,62,6.0032,2012,7,18,20,366
2,0,1,2,27.88,31.82,61,19.9995,2011,6,16,11,150
4,0,1,1,18.04,21.97,67,19.0012,2011,11,14,3,7
2,0,0,2,17.22,21.21,44,15.0013,2011,4,3,21,45
2,0,1,1,22.14,25.76,52,19.0012,2012,5,7,20,323
1,0,1,1,18.86,22.725,33,40.9973,2011,2,14,17,243
1,1,0,2,12.3,13.635,49,23.9994,2012,1,16,22,43
4,1,0,1,13.94,15.91,39,16.9979,2011,11,11,18,208
4,0,1,2,21.32,25.0,63,11.0014,2012,10,9,15,254
4,0,1,2,22.96,26.515,83,7.0015,2012,10,19,0,56
2,0,1,1,18.86,22.725,88,6.0032,2011,4,19,23,52
1,0,0,2,18.04,21.97,82,19.0012,2011,1,1,17,67
2,0,1,1,22.96,26.515,52,19.9995,2011,4,19,16,192
2,0,1,1,22.14,25.76,28,30.0026,2011,5,5,14,154
4,0,1,1,17.22,21.21,32,31.0009,2011,11,4,18,374
2,0,1,1,17.22,21.21,58,11.0014,2011,4,14,8,337
3,0,1,1,22.96,26.515,60,19.0012,2012,9,10,8,730
2,0,0,1,26.24,31.06,38,7.0015,2011,6,4,10,317
3,0,0,2,23.78,27.275,73,11.0014,2012,9,8,23,133
1,0,1,1,9.02,11.365,51,8.9981,2011,1,6,18,163
1,0,1,1,18.86,22.725,63,27.9993,2012,1,17,19,308
4,0,1,3,22.14,25.76,88,23.9994,2011,10,14,10,125
3,0,1,1,30.34,35.605,79,8.9981,2012,8,3,23,196
4,0,1,2,18.86,22.725,88,0.0,2012,10,10,2,8
3,0,1,1,31.16,36.365,66,8.9981,2012,8,6,11,260
1,0,1,3,14.76,16.665,0,22.0028,2011,3,10,6,12
3,0,1,2,32.8,37.12,49,19.0012,2012,8,8,16,441
3,0,0,1,28.7,32.575,70,11.0014,2012,9,2,21,171
1,0,0,2,9.84,12.12,75,11.0014,2011,2,5,3,11
3,0,0,1,33.62,38.635,52,35.0008,2012,9,8,13,668
2,0,1,2,20.5,24.24,51,7.0015,2011,5,10,8,425
4,0,1,1,12.3,16.665,87,0.0,2011,11,2,2,2
1,0,0,2,6.56,9.09,74,7.0015,2011,1,8,7,9
2,0,0,1,27.06,31.06,39,19.9995,2012,6,3,12,684
4,0,0,1,17.22,21.21,54,11.0014,2011,10,16,5,7
3,0,0,2,21.32,25.0,72,15.0013,2011,9,17,18,329
2,0,1,1,19.68,23.485,67,8.9981,2011,5,6,21,152
1,0,0,1,12.3,13.635,39,27.9993,2011,2,12,13,135
2,0,1,1,13.94,15.15,42,22.0028,2012,4,6,9,376
1,0,1,1,18.86,22.725,72,26.0027,2012,1,17,22,90
2,0,0,1,23.78,27.275,53,0.0,2012,6,16,2,67
2,0,1,2,21.32,25.0,72,6.0032,2012,5,1,4,8
4,0,0,1,16.4,20.455,58,12.998,2012,10,13,21,204
3,0,0,1,27.88,31.82,65,15.0013,2011,7,17,8,118
1,0,0,3,9.84,12.12,93,8.9981,2012,2,4,21,78
3,1,0,2,27.06,30.305,78,6.0032,2011,7,4,4,12
1,0,1,1,14.76,16.665,32,19.0012,2012,3,6,16,250
1,0,1,1,13.94,15.91,19,15.0013,2011,2,15,14,79
1,0,1,2,24.6,31.06,53,15.0013,2011,3,18,23,86
4,0,1,1,9.02,11.365,69,11.0014,2012,11,6,8,588
2,0,0,2,9.84,12.12,75,11.0014,2011,4,2,5,5
3,0,0,1,31.16,34.85,55,12.998,2011,7,10,20,268
3,0,0,1,31.98,37.12,62,0.0,2012,7,8,5,6
3,0,0,2,29.52,34.85,79,0.0,2012,7,15,9,221
1,0,1,2,22.96,26.515,49,23.9994,2011,3,18,12,195
3,0,1,1,31.16,33.335,33,22.0028,2011,7,14,13,177
2,0,0,1,26.24,31.06,53,11.0014,2012,6,17,13,614
4,0,1,1,23.78,27.275,78,15.0013,2012,10,5,23,171
4,0,0,3,14.76,17.425,87,11.0014,2011,10,2,17,167
2,0,1,2,22.14,25.76,45,8.9981,2012,4,4,10,167
2,0,1,1,24.6,31.06,43,15.0013,2011,5,10,19,434
4,0,1,2,16.4,20.455,62,27.9993,2011,11,17,4,4
4,0,1,2,22.14,25.76,88,0.0,2011,10,11,0,30
4,0,0,1,9.02,13.635,55,0.0,2011,12,11,21,63
3,0,1,1,32.8,37.88,55,16.9979,2011,8,4,15,165
4,0,0,3,14.76,16.665,81,16.9979,2011,10,2,15,173
2,0,1,1,24.6,29.545,69,12.998,2011,5,16,9,194
2,0,1,1,20.5,24.24,36,0.0,2012,4,13,21,189
3,0,1,1,29.52,33.335,54,15.0013,2011,9,1,18,531
2,0,1,1,29.52,32.575,32,32.9975,2012,6,13,17,857
2,0,1,2,24.6,31.06,43,23.9994,2012,4,4,11,213
4,0,1,1,9.02,10.605,55,19.0012,2011,12,8,6,71
1,0,1,2,9.84,12.12,81,8.9981,2011,2,1,19,108
3,0,1,1,30.34,34.85,66,6.0032,2012,7,19,0,66
1,0,1,1,13.12,16.665,57,8.9981,2012,2,7,23,51
1,0,1,1,18.86,22.725,63,22.0028,2012,3,8,1,21
4,0,0,1,9.84,12.12,87,8.9981,2011,11,6,5,5
4,0,1,1,14.76,18.94,87,0.0,2011,11,9,0,13
2,0,1,1,19.68,23.485,77,0.0,2012,6,6,6,172
1,0,1,1,13.12,16.665,66,6.0032,2011,2,17,5,12
4,0,1,2,22.14,25.76,88,26.0027,2011,10,12,7,259
4,0,0,3,17.22,21.21,67,8.9981,2012,10,7,8,62
4,0,1,1,18.86,22.725,82,7.0015,2012,12,4,9,336
4,0,1,1,14.76,17.425,50,12.998,2012,12,14,12,273
2,0,1,3,20.5,24.24,88,11.0014,2011,5,13,7,157
2,0,1,1,17.22,21.21,35,26.0027,2012,4,11,17,579
2,0,1,1,22.14,25.76,94,6.0032,2012,5,16,6,158
2,0,0,1,22.14,25.76,64,11.0014,2012,6,2,8,210
2,0,1,2,17.22,21.21,67,7.0015,2011,4,7,10,95
2,0,0,2,19.68,23.485,77,7.0015,2011,5,1,12,281
2,0,0,2,25.42,30.305,65,11.0014,2011,6,5,3,47
2,0,1,2,25.42,31.06,33,0.0,2011,5,10,14,176
1,0,1,1,11.48,15.91,28,0.0,2011,2,11,18,174
3,0,1,2,22.96,26.515,68,8.9981,2011,9,19,18,540
2,0,1,1,18.86,22.725,31,19.9995,2012,4,12,19,433
3,0,1,1,29.52,34.85,79,0.0,2011,7,8,1,34
4,0,1,1,21.32,25.0,83,6.0032,2011,10,11,6,123
1,0,1,1,9.02,10.605,35,19.9995,2011,1,3,12,61
3,0,1,1,28.7,31.82,42,15.0013,2011,7,14,20,348
2,0,1,1,18.04,21.97,30,30.0026,2012,4,10,21,206
1,0,1,1,8.2,11.365,51,6.0032,2012,1,5,2,4
2,0,1,1,29.52,34.09,70,8.9981,2011,6,7,21,218
4,0,1,1,21.32,25.0,42,12.998,2011,10,14,20,196
1,0,0,1,9.02,11.365,47,11.0014,2011,1,2,23,8
1,0,0,2,16.4,20.455,76,12.998,2011,1,2,7,1
2,0,0,1,22.14,25.76,56,8.9981,2012,6,3,1,121
4,0,0,1,14.76,18.94,46,0.0,2011,12,3,14,343
1,0,1,2,10.66,12.88,75,15.0013,2012,1,13,6,73
2,0,1,1,17.22,21.21,47,8.9981,2011,4,7,1,13
2,1,0,1,16.4,20.455,71,11.0014,2011,4,15,7,149
2,0,1,2,28.7,31.82,30,30.0026,2011,4,4,21,95
2,0,1,1,18.04,21.97,33,19.9995,2012,4,11,16,307
2,0,1,1,22.96,26.515,94,7.0015,2011,6,6,4,8
1,0,1,3,13.12,16.665,81,7.0015,2012,1,11,14,73
1,0,1,1,9.02,9.09,37,39.0007,2012,3,5,23,31
3,0,0,1,36.08,40.91,42,19.9995,2012,8,4,13,527
3,0,1,1,32.8,36.365,43,19.0012,2011,8,17,12,189
3,0,0,1,28.7,33.335,74,26.0027,2012,9,8,9,348
3,0,1,1,24.6,28.79,78,0.0,2011,9,13,2,2
1,0,1,1,12.3,15.15,52,11.0014,2011,1,19,22,59
